feature,dtype,row_count,missing_count,finite_count,unique_count,constant,min,p01,median,p99,max
qrsbt_relevance_probability,float64,144,0,144,140,False,0.8475445769096793,0.8482809248109826,0.9051211706458744,0.9773011109931121,0.992127140591802
qrsbt_confidence,float64,144,0,144,140,False,0.8006917228403997,0.8011346010415129,0.8438597030619215,0.9025092412673595,0.9176910575324466
qrsbt_support_score,float64,144,0,144,1,True,1.0,1.0,1.0,1.0,1.0
base_rank,int64,144,0,144,5,False,11.0,11.0,13.0,15.0,15.0
