action,action_count,relevant_discovery_mean,relevant_discovery_positive_rate,irrelevant_exposure_mean,irrelevant_increase_rate,false_warmup_mean,false_warmup_increase_rate,mean_utility_mean,worst_utility_mean,p10_utility_mean,strict_safe_improving_count,core_safe_improving_count,any_risk_event_count
PLACE_AT_1,144,6.451388888888912,0.9236111111111112,-0.8097222222222406,0.47916666666666663,0.004166666666666652,0.2222222222222222,2.201666666666666,0.032499999999999626,-3.791944444444445,2,24,142
PLACE_AT_10,144,1.3722222222222475,0.6458333333333334,-0.24861111111112144,0.26388888888888884,-0.018055555555555557,0.03472222222222221,0.4860185185185185,-0.30111111111111116,-0.7511111111111105,41,48,91
PLACE_AT_2,144,5.747222222222245,0.875,-0.8986111111111259,0.42361111111111116,0.009722222222222219,0.2569444444444444,1.9691666666666663,-0.063611111111112,-3.903611111111113,3,30,141
PLACE_AT_3,144,5.277777777777804,0.875,-0.9069444444444623,0.4375,0.006944444444444438,0.23611111111111116,1.8150925925925927,0.0038888888888880067,-3.6922222222222225,5,31,139
PLACE_AT_5,144,4.10555555555557,0.8402777777777778,-0.8055555555555761,0.36111111111111116,-0.008333333333333352,0.22916666666666663,1.4277777777777778,-0.3372222222222222,-3.368055555555555,6,29,138
